sentimen llm,tweet_with_tags
positif,Kasih itu lemah lembut. <Wajah Tersenyum Dengan Mata Tersenyum> Terima kasih Motivasi nya<Tangan Merapat Berdoa><Tangan Merapat Berdoa>
negatif,"Makasih ya miss merry, atas Motivasinya.<Wajah Tersenyum Dengan Mata Tersenyum>"
netral,Pas banget gue lagi butuh motivasi saat ini gw down<Wajah Menangis Kencang>
negatif,Love you all <Hati Merah>️
negatif,Kak merry kamu adalah penyemat hidupku dan motivasi dalam kehidupan ku terima kasih banyak karna selalu membuat vidio yang sangat bermakna bagi orang lain semoga kakak selalu bahagia <Wajah Tersenyum Dengan Mata Tersenyum>
negatif,"Nasihat ibu saya cukup simple , jadilah anak yang mandiri, bisa melakukan apa saja tanpa menyusahkan orang lain, dan tak semua orang ada di atas, tetapi kehidupan itu pasti akan berputar tak selamanya yg di atas akan diatas dan begitupula sebaliknya. Jadi tetaplah berusaha, tidak mudah menyerah, optimis menjalani hidup dan selalu mengingat Tuhan di kondisi dan keadaaan apapun, <Hati Merah><Hati Merah>"
netral,Merry Riana terima kasih atas motivasinya <Hati Merah>️ from 🇲🇾
netral,"Nasehat ibu ku yang paling saya ingat dan saya masih pegang sampai detik ini : 
Hargai perempuan karena kamu lahir dari rahim perempuan <Wajah Tersenyum Dengan Mata Tersenyum>"
netral,Merry Riana Boleh minta WhatsApp nya kak? Aku pengen curhat dan meminta saran dari kakak <Wajah Agak Tersenyum><Wajah Agak Tersenyum><Wajah Agak Tersenyum><Wajah Agak Tersenyum>
netral,​ @emilimiliasari493 it's true <Jempol Ke Atas> أزريل  salam kenal dr sby <Tangan Merapat Berdoa>
netral,pesan almh.ibu yg ada di surga.#perlakukan orang lain seperti kamu perlakukan dirimu sendiri <Wajah Agak Tersenyum>
negatif,Senantiasa mendegar Motifasi terbaik mu. salam sayang dari perantauan malaysia. gbu<Tangan Merapat Berdoa><Hati Merah>
netral,Kak bikin video tentang memperbaiki ego dong kak<Tangan Merapat Berdoa>
positif,"Kata2 ini yang bikin aku luluh..
Sekarang aku bener2 banyak pikiran bahkan ingin menyerah.. <Wajah Menangis Kencang>"
netral,Terima kasih kak merry Riana atas moti pasinya<Hati Merah>
negatif,"Pesan dari ibu saya<Wajah Menangis Kencang>yang slalu saya dengar<Wajah Menangis Kencang>""semoga anak-anakku sukses semua""<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>"
negatif,"Nasihat ibuqu
apapun yg terjadi teruslah melangkah bersama tuhan pasti baik2 saja.
Trimakasih mbak merry Riana sangat termotivasi tuhan berkati.<Wajah Tersenyum Malaikat><Tangan Merapat Berdoa><Wajah Tersenyum Dengan Mata Hati>"
negatif,Terharu Miss<Wajah Menangis Kencang>
negatif,"Nasehat dr ibu yg masih saya ingat utk trakhir kalinya adlh hidup itu indah dan setiap org berhak bahagia ,,dan jgn lupakn Tuhan di setiap usahamu dan rencanamu<Wajah Tersenyum Dengan Mata Tersenyum>"
netral,"Kk semoga sukses truss
Kk boleh tidak sy sering  ttg apa yg sy alami<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>"
positif,"Salam Dari Malaysia Hai Miss Merry<Hati Merah>️
bantuin ak dong, ak sllu rasa susah hati. ak sllu lawan nasihat ibu bapaku. dan setiap perbuatan yang ak lakuin yang ngak dapet, hati ak itu kecewa banget. bahkan sehingga temen2 ak jga ngakk ska sama ak. bantuin aku miss, supaya jadi orang yang baik mengikut tuhan <Tangan Merapat Berdoa><Tangan Merapat Berdoa>."
positif,Tidak ada nasihat dri ibuku <Wajah Agak Tersenyum>
negatif,Dan semua akan baik-baik saja <Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️
netral,"Nasihat dari ibu saya yaitu teruslah berusaha untuk meraih cita²tanpa menyerah sedikit pun,tetaplah sabar untuk menghadapi semua ujian yang diberikan kepada saya<Wajah Agak Tersenyum>"
negatif,Trimakasih miss merry ... Video ini sgt menginspirasi dan sy sgt terberkati sampai tdk terasa air mata sy menetes. Tuhan memberkati<Hati Merah>️
netral,Ibuku sdh meninggal saat usiaku 4thn..<Wajah Menangis Kencang>
negatif,"Jangan tinggalkan sholatmu , tetap semangat berjuang untuk masa depanmu doa ibu slalu ada walaupun ibu tak bersamamu kelak <Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa> i Miss you mom pesan ibu <Wajah Menangis><Wajah Menangis>"
negatif,"Fokus untuk memperbaiki dirimu sendiri, nanti yg sukses kamu sendiri yang senang <Hati Merah>"
negatif,Terima kacih ibu Merry mtipasi & nasihatnya / semoga aku bisa ** ! bgitu juga orng lain / dari aku buwat ibu slam sejahtera moga sehat selalu & bhgia selalu bserta klrg bgtu juga aku <Jempol Ke Atas>👩
netral,Kak makasi<Wajah Menangis Kencang>udah nyemangatin<Wajah Menangis Kencang><Tangan Merapat Berdoa>🏻
netral,Mampir ya saudara ku <Tangan Merapat Berdoa>
negatif,"Terima kasih... saya menonton ini dengan bercucuran air mata.... aku di bully, krn warna kulitku...aku dihina,karena aku punya epilepsi.... sekali lagi, terima kasih untuk motivaainya <Tangan Merapat Berdoa>🏼<Tangan Merapat Berdoa>🏼<Tangan Merapat Berdoa>🏼<Tangan Merapat Berdoa>🏼<Tangan Merapat Berdoa>🏼"
negatif,"Terimakasih mbak merry,,, Nasehat nya sangat membuat saya tetap semangat menjalani hidup ini
Saya percaya Tuhan telah mengatur semua nya,,,
Dan saya akan sll Belajar <Hati Merah>️<Hati Merah>️<Hati Merah>️<Wajah Tersenyum Dengan Mata Tersenyum>"
netral,Ibu pernah berkata : jangan takut gagal dan jgn lari dari tanggung jawab <Api><Api>
negatif,"Anggun bgt mbak marry, panutan bgt <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>"
positif,Jng lkn Gosthing buli krn akibat nya fatal<Tangan Isyarat Ok>
negatif,"Ibuku selalu bilang aku harus memaafkan orang lain dimana aku berada dan apapun kesalahannya.
Terima kasih kak Merry<Tangan Merapat Berdoa><Tangan Merapat Berdoa>♥️♥️"
netral,"Kak, ijin copy videonya ya?...
<Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa>"
negatif,"kaulah panutan ku sebagai motivasi hidup, terimakasih orang baik<Hati Merah>️"
negatif,Alhamdulillah selalu baik dan harus terus baik <Tangan Merapat Berdoa><Tangan Merapat Berdoa><Wajah Menyeringai Dengan Mata Tersenyum>
netral,Ingatlah bahwa hidup itu tidak semudah omongan nya motivacot<Wajah Menangis Gembira>
negatif,Terima kasih Pak Jamil <Hati Merah>
positif,Lhaa tiga.ciri ada sama aku semua ini<Wajah Menangis>
negatif,Gua banget <Hati Merah>
negatif,Luar biasa saya sangat termotivasi <Tangan Merapat Berdoa>🏼<Mengangkat Kedua Tangan>
positif,"Waktu sma naik sepeda 46 km.

Jelas ini ngibuL banget. <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Bersin>"
negatif,Jualan mimpi <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>
negatif,"Saya  dikasih bukumotivasi tulisan bapa kubik leadership hampir10kali ngak pernah bosan,TRIms unk motivasinya<Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>sukses mulia"
netral,Saya masih belum tau.  Gimana cara memulai nya<Wajah Menangis>
negatif,"Inspiratif, mksh pencerahannya pak, keren <Hati Merah>"
netral,"Alhamdulillah hidup saya berubah setelah melihat dan merasakan langsung sedang mengikuti seminar nya, saya ulangi 5 kali, terimakasih ya Allah telah mengizinkan bertemu dgn video ini<Wajah Tersenyum Malaikat><Wajah Tersenyum Malaikat>"
negatif,Terima kasih <Jempol Ke Atas><Tangan Merapat Berdoa>
negatif,"Ma syaa allah daging semua yg beliau sampaikan,jazakallah pak terimakasih sangat menginspirasi🤲<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>"
negatif,"Sabar2<Wajah Jengkel Bingung><Wajah Jengkel Bingung>, semangat buat teman-teman lain<Otot Lengan Kuat>"
positif,Sampai nangis dengernya<Wajah Menangis>
negatif,Trimakasih . sangat menginspirasi <Hati Merah><Jempol Ke Atas>
negatif,Luar biasa trimaksih ya pak. Saya hanya anak petani. tapi puju shukur  saya punya bisnis ingin membantu seluruh umat bebas hutang riba dan sukses sejahtra<Tangan Merapat Berdoa> doakan saya ya pak semoga bisnis yang saya kembangkan bermanfaat bagi seluruh umat<Tangan Merapat Berdoa>
negatif,Terinspirasi <Jempol Ke Atas>
negatif,Konten yg bermanfaat <Tepuk Tangan>
positif,Sounds sytemnya  kecil banget<Orang Tepok Jidat>🏼‍♀️<Orang Tepok Jidat>🏼‍♀️
negatif,Mantap <Jempol Ke Atas>🏻<Otot Lengan Kuat>
positif,"3 ciri orang stres
me : kok ada di we semua<Wajah Menangis Kencang>"
negatif,"alhamdulillah bisa bertemu pak jamil pas di umbul sidomuktii, orangnya ramah bangett , baikk pol.. terimakasih pak <Wajah Menangis Kencang><Hati Merah>"
netral,Jual buku <Wajah Menyeringai>
negatif,Dream tercapai dan bermanfaat tuk org lain<Jempol Ke Atas>
negatif,"LUAR BIASA
INGIN BERMANFAAT BAGI ORANG BANYAK
SUCSES MULIA <Tangan Merapat Berdoa>
aamiin Ya ALLAH 🤲🤲🤲"
netral,Yg kesini gara2 liat ditiktok<Wajah Menangis Gembira>
positif,YANG KESINI GAGARA TIKTOK 👆<Wajah Memeluk>
netral,Yg kesini karna liat ditiktok<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Lagi lagi peran orang tua sangat luar biasa penting ‼️<Hati Merah>️
netral,"Luar biasa sangat menginspirasi <Jempol Ke Atas>🏻

Video kuotes orang"" hebat :
https://youtu.be/j6QzYUgno_k"
netral,"Saat anda tidur tidak harus bermimpi
Tapi ketika anda bangun wajib BERMIMPI<Api>"
negatif,"Sunggu mulia setiap kata kata yang di keluarga kan dari mulutmu pak jamil, semoga mimpi saya juga di malam ini besok akan bermanfaat bagi banyak orang <Tangan Merapat Berdoa>"
netral,Yang masih nonton2022<Wajah Menyeringai>
negatif,<Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>
netral,"Terimakasih pak, atas motivasinya <Tangan Merapat Berdoa>🥺 pernah juga merasakan waktu mau masuk kuliah pak<Wajah Lega>"
netral,Orang² yg mampir kesini adalah orang² yg menginginkan sukses di masa depan <Wajah Tersenyum Malaikat>
negatif,Masya Allah... Sukses full..💕💕<Jempol Ke Atas>
netral,Sedang menikmati reward yg dimaksud<Hati Merah>
negatif,konten bagus <Jempol Ke Atas>
netral,izin klip video<Tangan Merapat Berdoa>
negatif,konten ini sangat bermanfaat bagi saya<Wajah Tersenyum Dengan Mata Tersenyum>
positif,terlambat 5 tahun 2020 aku masih sibuk nonton anime <Wajah Menangis Gembira>
positif,Di usia 34 tahun ini masih berkutat dg masalah manajemen waktu. Terutama berberes dan mencoba tetap produktif. Endingnya selalu stagnan. Ga ada yang beres <Wajah Menangis>
netral,2024 hadir <Wajah Menangis Gembira>
negatif,Tank's infonya dan ilmunya keren 100 <Jempol Ke Atas><Jempol Ke Atas>untuk lo
netral,Gue ngitungin berapa kali dia bilang Well <Wajah Menangis Gembira>
negatif,Halo guys nama aku selvi nim aku E1052241023 kembali lagi ya penyakit kita kalau sudah merencanakan sesuatu pasti besok nya apa yang direncanakan A yang di lakuin B<Wajah Menangis><Wajah Menangis><Wajah Menangis> huh semoga kita bisa konsisten ya dengan apa yang sedang kita lakukan bye jangan lupa bahagia ya hari ini <Hati Merah><Hati Merah><Hati Merah>
negatif,Keren ngebahasnya jadi betah nonton<Jempol Ke Atas><Jempol Ke Atas>
positif,"Candu ama ucapan ""well""<Wajah Menangis Gembira>"
netral,"Btw bang thank ilmunya ya,ijin ss jg bang buat di pelajari di galeri<Tangan Merapat Berdoa>"
netral,"Bang mau nanya nih, filosofi lu namain chanel ini 1% knp? Bukanya lebih bagus ,ehm pake bhs Inggris mungkin seperti, life education atau change your life atau yg lain? , cmn mau tau aja sih ehe, biasanya org org begini kan gk mungkin asal kasih nama, pasti ada filosofi tersendiri, dan itu yg mau gua tau <Tangan Merapat Berdoa>"
positif,gue yg kalo buat to do list tp ga di bacaa lagi <Wajah Menangis Kencang><Wajah Menangis Kencang>
positif,Kenapa ya gua malah pikir kalau gua beresin semua tugas dalam sehari gua mao lakuin apa lagi kalau besok ga ada tugas<Wajah Menangis Gembira>
positif,"Susah banget buat konsisten dalam melakukan hal apapun, karna  mood ku gambang berubah ubah<Wajah Menangis>"
netral,"Like dan Subscribenya bayar berapa, Om? <Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup>"
netral,"Hmm balik lg kesini, kali ini ninggalin jejak dulu <Wajah Menangis Gembira>"
negatif,"Selalu suka dgn konten dari 1%..
Tampilan, bahasa, suara dan isinya.. <Jempol Ke Atas>
Gw slalu dengerin 1% hampir tiap hari  saat di mobil/ pas sampe kantor, kadang konten yg sama...
Sebagai pengingat n suplemen sebelum kerja..
Semoga 1% semakin sukses n mencerdaskan jutaan orang termasuk anak-anak gw yg sudah mulai dewasa.. 
Thanks 1%...<Wajah Tersenyum Dengan Kacamata Hitam>"
negatif,Tangkyuhhhhh <Hati Merah>
netral,https://youtube.com/shorts/Tmj80-40chI?feature=share <Wajah Menangis>
positif,"Huwaaa <Wajah Menangis Kencang><Wajah Menangis Kencang> udh mau kuliah tapi semangat w belajar malah hilang. Bahkan motivasi yang biasanya ngebangun diri w, sekarang udh gx mempan. Bingung bangettttttt <Wajah Kecewa> ortu pengen w kuliah tapi w sendiri GX siap samsek + semangat untuk merubah diri hilang <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang> mana masa depan bakal lebih seram dan maju <Wajah Sangat Lelah><Wajah Jengkel Bingung><Wajah Menangis>"
negatif,"Ga sengaja buka YT cari podcast dan ga sengaja denger ini pas banget sm aku. Dulu aku jg suka sistem check list. Bisa deh 90% aku kerjain dari daftar to do list di hari itu. Skrg lagi aa produktif bgt <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang> thanks uda ingetin, bsk bakal bikin check list lg. Biar rumah dan olshop ke urus dg baik<Wajah Menangis Kencang>🥰"
netral,terimakasih bang tips dan ilmunya<Tangan Merapat Berdoa>
netral,Bisa jadi time managementnya belum pas.  Memang butuh trial and error kok <Tangan Tanda Damai Berjaya>️
negatif,Mau bilang terimakasih buat 1%.stelah menonton video2 nya yg keren sy benar2 termotivasi kembali untuk melakukan hal2 produktif <Tangan Merapat Berdoa><Nilai Seratus Sempurna><Hati Merah>
negatif,"Saya pelajar kelas 2 smp
Mau belajar jalanin hari sebaik dan serapih mungkin tanpa ada males malesan, males nugas lah, pengen nya scroll tt mulu, pengen nya rebahan. Suatu hari saya ngide bikin to do list persis kaya begini dibikin di notes hp atau buku catetan kecil,, klo abis selesain smua to do list buat hri ini aja, trs di centangin di tuh seneng bngt, kaya 'ternyata gue bisa juga lakuin ini smua' 'keren bet gue beresin ini dlam 1 hri' 
Trs keterusan sampai sekarang rutin bikin to do list, contoh to do list saya kaya, kerjain tugas ipa-tenggat jam 15.00 abis nugas, les dan kerjain latsol, abis itu baca ulang materi, trs kdng ikut kuis kuisan di ch telegram <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
Sebenernya ini kegiatan biasa aja dan ga seru seru amat tapi klo buat ngerjain dan centangin nya itu loh bikin nagih,,"
negatif,Semangat Benahi Diri<Wajah Mengedipkan Mata>
negatif,sangat berguna<Hati Merah>
negatif,RELATE <Wajah Menangis Kencang><Wajah Menangis Kencang><Jempol Ke Atas>🏻<Jempol Ke Atas>🏻<Hati Merah>️<Hati Merah>️
netral,"<Jempol Ke Atas>🏻<Jempol Ke Atas>🏻<Jempol Ke Atas>🏻
Motivasi
https://youtube.com/playlist?list=PL4gGwgvcaFGflLZXFN_Yk_9lPAt_A5aiE"
negatif,KENAPA SIII SELALU RELATE YG DIBILANG SATU PERSENN <Wajah Menangis Kencang> KEREN BANGET CHNYA💥💥🌷
negatif,Terima kasih. Sangat Bermanfaat <Jempol Ke Atas>
positif,"Iya kenapa ya kok gitu <Wajah Menangis Kencang><Wajah Menangis Kencang>
Kadang udh buat jadwal belajar and sehari"" tapi kalo ttng jadwal belajar entah knp selalu ku banyakin alias blm puas belajar ny masih sampe jam segini"" aja tapi sygny waktu ga cukup <Wajah Menyeringai>"
netral,Beuh pas banget nih video. Muncul di beranda <Wajah Lega>
negatif,"Hal yang paling kurang kalo masalah waktu bagi gw tuh mager dikamar. pengen mager terus, pengen kerja dari kamar yang mana terhubung dengan WiFi dan laptop, kalo mau makan, ada pembantu dirumah yang masakin. Ah, senangnya bermimpi disiang bolong. CK, menghayal lagi <Wajah Menangis Gembira>"
positif,Saya belum bisa mengolah waktu sendiri berasa waktu tuh kurang terus sering lupa juga punya jadwal. Pas malam2 udah di inget2 pengen produktif tp pagi2 boro2 di laksanakan <Tertawa Terpingkal-Pingkal>
negatif,Izin kopi yaa untuk tugas heheheh karna terinspirasi banget sma podcas ini <Wajah Tersenyum Dengan Mata Hati>
positif,"tiap hari nanya kayak gitu, tiap hari juga masih males malesan<Wajah Menangis Kencang>"
netral,gue nontonnnin satu persen sambil rebahan dan ga jalan2 mandii <Wajah Lelah Lesu><Wajah Lelah Lesu><Wajah Lelah Lesu>
negatif,"Sangatlah penting untuk bisa memanage waktu sebaik mungkin, apalagi untuk pekerja kantoran  yg notabene. Seharian sudah sibuk di kantor... Semangat untuk pejuang rupiah semoga kita bisa memanage waktu dengan baik <Tangan Merapat Berdoa><Tangan Merapat Berdoa>"
negatif,"Alhamdulillah
Thank you mentor yang hebat kak Abdi<Tangan Merapat Berdoa>
Saya pernah diposisi itu kak
Masalalu yang penuh dengan derita dan air mata namun saya punya niat tekat yang kuat bahwa suatu hari nanti hidup saya pasti berubah
Dengan niat do'a dan ikhtiar alhamdulillah Alloh merubah segalanya sperti mimpi dulu saya siapa hari ini saya siapa hingga saya bisa mengangkat derajat kedua orang tua saya. 
Semoga yang mendengarkan chanel ini  semoga sukses"
netral,Trima kasih paabdisuardin atas pencerahannya<Wajah Tersenyum Dengan Mata Tersenyum>
netral,"The best family <Tangan Tanda Damai Berjaya>️<Tangan Tanda Damai Berjaya>️ OK, for,pak abdi <Jempol Ke Atas> lanjut lanjut <Jempol Ke Atas>"
negatif,Hidup yg berkwalitas tetap belajar utk menjadi hidup yg luar biasa bukan spt hidupnya babi hutan atau kera2 di hutan.. <Hati Merah><Hati Merah><Hati Merah>
negatif,🎉l<Wajah Menangis>l<Wajah Terperangah Terbuka>l<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>l<Wajah Tersenyum Dengan Mata Tersenyum>l
netral,Saya kembali di chanel ini setelah 5 thn <Wajah Tersenyum Malaikat>
negatif,Masa lalu ku yg kejam seakan menarik langkah ku semakin berusaha semakin kuat iya menarik.. mudah mudahan saran ini membantu langkah ku menjadikan kuat <Tangan Merapat Berdoa><Tangan Merapat Berdoa>
negatif,"SIAP  PAK ILMUNY HARI INI 
SENANTIASA MEMBACA DN MEMBACA SETIAP PESAN YNG DISAMPAIKAN TRIMAKSIH WASALAM <Tangan Merapat Berdoa><Wajah Tersenyum Malaikat><Hati Dengan Pita Hadiah>"
negatif,jam nya bagus bang <Wajah Tersenyum Dengan Mata Tersenyum>
netral,Hidup berguna bagi diri sendiri juga orang lain <Tangan Merapat Berdoa>
negatif,Terima kasih Pk.Abdi 🎉<Hati Merah>
negatif,Resonet sekali poin ke empat di fase saya mohon motivasi untuk tetep tenang ditinggal istri yg toxsik<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>
negatif,Cerdas terwakili dengan adanya chanel ini<Hati Merah><Hati Merah>
positif,"Yaa memang logis dan fakta sekarang ini,,<Wajah Memutar Mata>"
negatif,"Om sering buat video sharing santailah, selain suasananya asik juga serasa di mentoring<Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Jempol Ke Atas>"
negatif,Hari ini terlihat Muda dan fresh mas . Semoga sehat terus dan terus berikan motovasi dan ilmu yg bermanfaat . Semoga pahala jariyah untuk anda Mas ...🤲🤲🤲. Maturnuwun <Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa>
negatif,Terimakasih pak<Hati Merah>
netral,Asalamualaikum Like Hadir dari Arab Saudi 🇸🇦  Terimakasih Mantap  Pk Abdi semoga sht sellu <Jempol Ke Atas><Jempol Ke Atas>🤲<Tangan Merapat Berdoa><Hati Merah><Hati Merah>
negatif,"Benar banget pak....aku selalu berusaha melupakan masalalu dan memaafkan apa yang telah terjadi....

<Wajah Menangis><Wajah Menangis><Wajah Menangis>"
negatif,"terimakasih pak abdi. 
Barakallah <Hati Merah><Tangan Merapat Berdoa>"
negatif,"صَلَّى اللهُ عَلَى مُحَمَّد
(Shallallahu 'Alaa Muhammad) 

Semoga kita semua diberikan hidayah oleh Allah dzat yang maha pengampun, 
Dan semoga kita diberikan rezeki yg halal barokah dan berlimpah, 
Dan tidak tergiur sedikit pun kepada yg haram<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>"
netral,​ @AbdiSuardin <Tangan Merapat Berdoa>
negatif,mantap pak<Jempol Ke Atas>
netral,"​ @AbdiSuardin Aamin  YA Alloh...
trima bpk motivatior U♥️<Otot Lengan Kuat><Jempol Ke Atas><Wajah Tersenyum Dengan Kacamata Hitam><Wajah Tersenyum Dengan Kacamata Hitam><Wajah Tersenyum Dengan Kacamata Hitam>"
negatif,"<Hati Merah> Terimakasih banyak atas ilmunya, salam sehat"
negatif,"<Hati Merah><Hati Merah><Hati Merah> barakalloh fiikum
Terimakasih luarbiasa <Wajah Tersenyum Dengan Mata Tersenyum>"
