,tweet emoji,sentimen llm,tweet_with_tags
420,Terima kasih ya Allah kerana rezeki kurniakan daku dgn anak2 solehah 🤗 permudahkanlah segala urusan anak2 nih dan makbulkan segala doa doa mereka dan bantulah mereka dlm mghadapi segala urusan dgn tenang dan sabar. Limpahkanlah hidayahmu kasih sygmu kpd mereka ya Allah. Syukur,positif,Terima kasih ya Allah kerana rezeki kurniakan daku dgn anak2 solehah <Wajah Memeluk> permudahkanlah segala urusan anak2 nih dan makbulkan segala doa doa mereka dan bantulah mereka dlm mghadapi segala urusan dgn tenang dan sabar. Limpahkanlah hidayahmu kasih sygmu kpd mereka ya Allah. Syukur
421,"Tadi aku main cuit cuit tek bapak aku sekali dia terkejut, tangan dia terkaut bibir aku. Bengkak boleh bibir nya. Hahahahaha my bad. 😛",netral,"Tadi aku main cuit cuit tek bapak aku sekali dia terkejut, tangan dia terkaut bibir aku. Bengkak boleh bibir nya. Hahahahaha my bad. <Wajah Menjulurkan Lidah>"
422,aku cem gini ko jijik gak 😛,netral,aku cem gini ko jijik gak <Wajah Menjulurkan Lidah>
423,"IYAAA BENER, bangga sendiri soalnya ya cape juga lumayan 😛",netral,"IYAAA BENER, bangga sendiri soalnya ya cape juga lumayan <Wajah Menjulurkan Lidah>"
424,BISA BACA NDAK ANDA??? APAKAH ADA KALIMAT SAYA BANGGA DENGAN FISIK SAYA?? 😛,netral,BISA BACA NDAK ANDA??? APAKAH ADA KALIMAT SAYA BANGGA DENGAN FISIK SAYA?? <Wajah Menjulurkan Lidah>
425,"I really hate it when someone said, ""I think org yg bla bla bla lagi jijik."" Then hujung ayat nya tambah, ""It's just my opinion, bkn nak judge ke apa."" Haha! You're kidding? Bkn nk judge ke apa? Wow! 😠",negatif,"I really hate it when someone said, ""I think org yg bla bla bla lagi jijik."" Then hujung ayat nya tambah, ""It's just my opinion, bkn nak judge ke apa."" Haha! You're kidding? Bkn nk judge ke apa? Wow! <Wajah Marah>"
426,"Di balik kacamata hitam hari ini sya lihat banyak keceriaan dan warnawarni kehidupan. Mungkin memang tdk ditakdirkan utk bersama, tp sya bangga anda mau berusaha. Sekarang, face the world, partner! 😊",positif,"Di balik kacamata hitam hari ini sya lihat banyak keceriaan dan warnawarni kehidupan. Mungkin memang tdk ditakdirkan utk bersama, tp sya bangga anda mau berusaha. Sekarang, face the world, partner! <Wajah Tersenyum Dengan Mata Tersenyum>"
427,aku juga benci kacang di bubur ayam. huft 😛,netral,aku juga benci kacang di bubur ayam. huft <Wajah Menjulurkan Lidah>
428,"BAU BANGET ANYING, TAU GASIH BAU KECOA TUH BENCI BGT GUEEE 😠",negatif,"BAU BANGET ANYING, TAU GASIH BAU KECOA TUH BENCI BGT GUEEE <Wajah Marah>"
429,"Terlalu takut tuk mengakui kesalahan, heran... 😛",negatif,"Terlalu takut tuk mengakui kesalahan, heran... <Wajah Menjulurkan Lidah>"
430,Sediiiiihhhhh...kokmasih ada bangsaku yg menipu bangsanya sendiri dan tertipu hal yg dilogikan pun ga masuk akal sehat 😠,negatif,Sediiiiihhhhh...kokmasih ada bangsaku yg menipu bangsanya sendiri dan tertipu hal yg dilogikan pun ga masuk akal sehat <Wajah Marah>
431,"Ya Allah mau keluar aja hari ini takut bgt, udh mikir enakny naik busway apa ojol aja, hrs minum vit.c dlu pokokny 😛",netral,"Ya Allah mau keluar aja hari ini takut bgt, udh mikir enakny naik busway apa ojol aja, hrs minum vit.c dlu pokokny <Wajah Menjulurkan Lidah>"
432,Ayo cobaa biar gak gugup 😛,netral,Ayo cobaa biar gak gugup <Wajah Menjulurkan Lidah>
433,"Pernah, makanya jadi heran. Kalo tangled kan rambutnya emas, pas dipotong jadi coklat. Ini malah kebalikannya 😛",netral,"Pernah, makanya jadi heran. Kalo tangled kan rambutnya emas, pas dipotong jadi coklat. Ini malah kebalikannya <Wajah Menjulurkan Lidah>"
434,"Nah, semalam itu kunjungan balasan + ingin tahu kenapa bisa bertahan 8 th sejak SMP bolak-balik Bdg-Jkt sampai sudah lulus Psikologi-Atmajaya. Sambil ngomong ke Beby, Katanya, senang baca. Ayo, saatnya nulis buku dan ikut gerakan donasi buku utk anak2 di daerah. 💡",positif,"Nah, semalam itu kunjungan balasan + ingin tahu kenapa bisa bertahan 8 th sejak SMP bolak-balik Bdg-Jkt sampai sudah lulus Psikologi-Atmajaya. Sambil ngomong ke Beby, Katanya, senang baca. Ayo, saatnya nulis buku dan ikut gerakan donasi buku utk anak2 di daerah. <Bohlam Lampu Ide>"
435,kenapa? 😠 murka nya bruntusan?,negatif,kenapa? <Wajah Marah> murka nya bruntusan?
436,"Yang alay dan ngeliatnya bikin risih, yang hubungannya toxic tapi dipertahanin dan 22nya cuma bisa nyalahin satu sama lain ga introspeksi, yang bilangnya hijrah tapi mesra amat di postingan hehe 😛",negatif,"Yang alay dan ngeliatnya bikin risih, yang hubungannya toxic tapi dipertahanin dan 22nya cuma bisa nyalahin satu sama lain ga introspeksi, yang bilangnya hijrah tapi mesra amat di postingan hehe <Wajah Menjulurkan Lidah>"
437,Iyola kalo anak sstann ngeri plo 😛,netral,Iyola kalo anak sstann ngeri plo <Wajah Menjulurkan Lidah>
438,"Hallo, the unroll you asked for: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan 😊. Enjoy",positif,"Hallo, the unroll you asked for: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan <Wajah Tersenyum Dengan Mata Tersenyum>. Enjoy"
439,"Rumah kita sendiri... Judulnya pas sih, alhamdulillah even tak semewah istana, gubuk kecil ini dibeli atas jerih payah sendiri... Suka sedih sih, karena mama nggak sempat lihat anak2nya mampu beli. Dulu mama yg 😔",netral,"Rumah kita sendiri... Judulnya pas sih, alhamdulillah even tak semewah istana, gubuk kecil ini dibeli atas jerih payah sendiri... Suka sedih sih, karena mama nggak sempat lihat anak2nya mampu beli. Dulu mama yg <Wajah Termenung Sedih>"
440,gua juga suka gedek kalo lg dimekdi trs penuh eehh taunya meja kursi di dominasi anaq2 pelajar yg cuma ngorder Mcfloat tp menguasai meja ampe 4 meja digabung komplit dengan tumpukan kertas beserta laptop....lah gua yang mau makan kan jd sengsara nungguin meja kosong. 😠💣💔,negatif,gua juga suka gedek kalo lg dimekdi trs penuh eehh taunya meja kursi di dominasi anaq2 pelajar yg cuma ngorder Mcfloat tp menguasai meja ampe 4 meja digabung komplit dengan tumpukan kertas beserta laptop....lah gua yang mau makan kan jd sengsara nungguin meja kosong. <Wajah Marah><Bom><Hati Patah>
441,pasti malu bgt yakan 😛,negatif,pasti malu bgt yakan <Wajah Menjulurkan Lidah>
442,Heran gua iklan pembalut kaga pernah di contohin kaya iklan pasta gigi 😕,netral,Heran gua iklan pembalut kaga pernah di contohin kaya iklan pasta gigi <Wajah Bingung>
443,"KIKA!!! sidangnya hari ini ya?!!! 🙌 semangat! best of luck untuk kika, bismillah, take a deep breathe ya kik klo gugup, you can do it! bismillah! 2020 kika bertoga!! 🎉",positif,"KIKA!!! sidangnya hari ini ya?!!! <Mengangkat Kedua Tangan> semangat! best of luck untuk kika, bismillah, take a deep breathe ya kik klo gugup, you can do it! bismillah! 2020 kika bertoga!! 🎉"
444,"Kadang ngerasa bodoh banget, sengsara banget hidup pokoknya serasa serettt bgt rezeki nasib sial mulu tapi kadang juga ngrasa aku masih seberuntung ini dikasih hidup 😔",netral,"Kadang ngerasa bodoh banget, sengsara banget hidup pokoknya serasa serettt bgt rezeki nasib sial mulu tapi kadang juga ngrasa aku masih seberuntung ini dikasih hidup <Wajah Termenung Sedih>"
445,Betapa deg deg an nya aku mengatakan hal ini kepada ayah. Berulang kali ada kesempatan berdua. Tp akhirnya gagal bicara. Terlalu gugup. Akhirnya didepan adik dan ayah ku. Aku mengatakan niatku. Sebenarnya apapun itu. Aku sekalian mngtkn pada ayah kalo anak mnja ny ini sdh dewasa. 😛,netral,Betapa deg deg an nya aku mengatakan hal ini kepada ayah. Berulang kali ada kesempatan berdua. Tp akhirnya gagal bicara. Terlalu gugup. Akhirnya didepan adik dan ayah ku. Aku mengatakan niatku. Sebenarnya apapun itu. Aku sekalian mngtkn pada ayah kalo anak mnja ny ini sdh dewasa. <Wajah Menjulurkan Lidah>
446,Sayang aku mau 24 jam itu sampei puas 😛,netral,Sayang aku mau 24 jam itu sampei puas <Wajah Menjulurkan Lidah>
447,aku dah try. sekarang musuh aku dah jadi kawan. tapi kitorang dingin. cuba yilek ja. buat dunno. lama lama nanti dia penat ah 😛,netral,aku dah try. sekarang musuh aku dah jadi kawan. tapi kitorang dingin. cuba yilek ja. buat dunno. lama lama nanti dia penat ah <Wajah Menjulurkan Lidah>
448,ngeri banget. lagi pandemi gini banyak akun provokator 😠,negatif,ngeri banget. lagi pandemi gini banyak akun provokator <Wajah Marah>
449,"2in mba, ak juga nyari dimana gantengnya tapi ga ketemu 😛 Dahlah takut di serang fansnya",netral,"2in mba, ak juga nyari dimana gantengnya tapi ga ketemu <Wajah Menjulurkan Lidah> Dahlah takut di serang fansnya"
450,OKKKKKKKKKKKKKK MALU 😏,netral,OKKKKKKKKKKKKKK MALU <Wajah Tersenyum Sinis>
451,Yaa my mom pun cleaner je but saya bangga jadi anak dia 😛,netral,Yaa my mom pun cleaner je but saya bangga jadi anak dia <Wajah Menjulurkan Lidah>
452,Makanya udah muak sama laki laki 😠,negatif,Makanya udah muak sama laki laki <Wajah Marah>
453,INI MAKSUDNYA APA YA? 😕 Sebagai meowholik sy tersinggung meskipun ada benarnya juga,netral,INI MAKSUDNYA APA YA? <Wajah Bingung> Sebagai meowholik sy tersinggung meskipun ada benarnya juga
454,Lockdown tuh bebarengan. Kalo ga bareng ya kaya begini resikonya (ekonomi jd sulit) dan berangsur lama buat virus menghilang. Kalo ga dilockdown trs terinfeksi apa ga lebih sengsara hidupmu? Dan selama lockdown pemerintah wajib supply makanan ke semua warga. 😠💣💔,negatif,Lockdown tuh bebarengan. Kalo ga bareng ya kaya begini resikonya (ekonomi jd sulit) dan berangsur lama buat virus menghilang. Kalo ga dilockdown trs terinfeksi apa ga lebih sengsara hidupmu? Dan selama lockdown pemerintah wajib supply makanan ke semua warga. <Wajah Marah><Bom><Hati Patah>
455,Risih=jorok 😛,negatif,Risih=jorok <Wajah Menjulurkan Lidah>
456,tertipu kamu 😛,negatif,tertipu kamu <Wajah Menjulurkan Lidah>
457,Gua tak puas ati selagi tak nampak muka dak sakai tu.. 😠,negatif,Gua tak puas ati selagi tak nampak muka dak sakai tu.. <Wajah Marah>
458,"Gak senang karena gak ketemu cici huu 😛 padahal td mau nge tweet nyuruh istirahat kalo dah pulang theater ehh ngantuk banget akhirnya ketiduran, skrng kebangun dong ci",negatif,"Gak senang karena gak ketemu cici huu <Wajah Menjulurkan Lidah> padahal td mau nge tweet nyuruh istirahat kalo dah pulang theater ehh ngantuk banget akhirnya ketiduran, skrng kebangun dong ci"
459,"Kena pijak tu satu hal, setiap masa mintak maaf pun satu hal jugak yang i geram. Penat tengok heechul version baik ni, tolongla moody heechul buat comeback T_T 😔",negatif,"Kena pijak tu satu hal, setiap masa mintak maaf pun satu hal jugak yang i geram. Penat tengok heechul version baik ni, tolongla moody heechul buat comeback T_T <Wajah Termenung Sedih>"
460,"Bukan kebodohan yang menyebabkan orang tertipu habis-habisan, tapi ketamakan. 😛",netral,"Bukan kebodohan yang menyebabkan orang tertipu habis-habisan, tapi ketamakan. <Wajah Menjulurkan Lidah>"
461,Haduuuuh illfeel asli baru pertama kali jijik sm orang 😛 Padahal g kenal,negatif,Haduuuuh illfeel asli baru pertama kali jijik sm orang <Wajah Menjulurkan Lidah> Padahal g kenal
462,"Disaat kamu perhatian lalu berubah menjadi cuek, ketahuilah cewek sebenarnya sedih dgn sikapmu yg seperti itu. 😔",negatif,"Disaat kamu perhatian lalu berubah menjadi cuek, ketahuilah cewek sebenarnya sedih dgn sikapmu yg seperti itu. <Wajah Termenung Sedih>"
463,"Tapi yang nyadar nyepet sih jadi bahan bahan gunjingan, meski hanya sedikit orang, cukup membuat risih 😠",negatif,"Tapi yang nyadar nyepet sih jadi bahan bahan gunjingan, meski hanya sedikit orang, cukup membuat risih <Wajah Marah>"
464,bawaannya sedih 😔 trs kalo liat sae royi. kuat bgt jadi org dijahatin dari lama,negatif,bawaannya sedih <Wajah Termenung Sedih> trs kalo liat sae royi. kuat bgt jadi org dijahatin dari lama
465,Alias aku takut nanti malah rontok semua bulu matanya pake bulu mata palsu bentar aja risih apalgi make itu sambil tidur huuuu 😛,netral,Alias aku takut nanti malah rontok semua bulu matanya pake bulu mata palsu bentar aja risih apalgi make itu sambil tidur huuuu <Wajah Menjulurkan Lidah>
466,"Bangun pagi-pagi sungguh senang, amat senang 😛",positif,"Bangun pagi-pagi sungguh senang, amat senang <Wajah Menjulurkan Lidah>"
467,Suliyono kecewa melihat tu 😠,negatif,Suliyono kecewa melihat tu <Wajah Marah>
468,"Terima kasih uni kami sangat bangga atas kiprah dan perjuangan dalam membela hak hak rakyat yang selama ini selalu mengalami kedzaliman, semoga selalu menjadi yang terdepan untuk rakyat 🇮🇩❤️",positif,"Terima kasih uni kami sangat bangga atas kiprah dan perjuangan dalam membela hak hak rakyat yang selama ini selalu mengalami kedzaliman, semoga selalu menjadi yang terdepan untuk rakyat 🇮🇩<Hati Merah>️"
469,"Aku bangga dgn UAS yg pandai dan rendah hati, tapi tdk kpd anda. 😛",netral,"Aku bangga dgn UAS yg pandai dan rendah hati, tapi tdk kpd anda. <Wajah Menjulurkan Lidah>"
470,Aku memilih menjadi meriah. Semeriah rasa sakitku yg tak pernah bisa kutunjukkan padamu. Duka cita meriah yang hanya ada didalam sepi dan sendiri-sendiriku. 😔💔,negatif,Aku memilih menjadi meriah. Semeriah rasa sakitku yg tak pernah bisa kutunjukkan padamu. Duka cita meriah yang hanya ada didalam sepi dan sendiri-sendiriku. <Wajah Termenung Sedih><Hati Patah>
471,"udh muak sama matdis, mending gue nonton 😠",negatif,"udh muak sama matdis, mending gue nonton <Wajah Marah>"
472,Ya padahal emang markus aja yg bapuk di final. Bola yg harusnya bisa dijangkau ama dia tiba2 ga terjangkau. 😠 Kesal w pas itu wqww,negatif,Ya padahal emang markus aja yg bapuk di final. Bola yg harusnya bisa dijangkau ama dia tiba2 ga terjangkau. <Wajah Marah> Kesal w pas itu wqww
473,Orang UMNO buat-buat terkejut syed saddiq simpan duit parti cash 250k dalam rumah. Berapa ramai org UMNO dah bagi alasan tu dari dulu 😠,negatif,Orang UMNO buat-buat terkejut syed saddiq simpan duit parti cash 250k dalam rumah. Berapa ramai org UMNO dah bagi alasan tu dari dulu <Wajah Marah>
474,"Akhir zaman, yang dikejarnya duit. Orang miskin jadi kaya, org kaya tamak nak kaya lagi. Tak nampak ke apa yg jd sekarang ni Allah dah murka? 😠💣💔",negatif,"Akhir zaman, yang dikejarnya duit. Orang miskin jadi kaya, org kaya tamak nak kaya lagi. Tak nampak ke apa yg jd sekarang ni Allah dah murka? <Wajah Marah><Bom><Hati Patah>"
475,Yang membuat diriku Gugup 😛 tak begerak,netral,Yang membuat diriku Gugup <Wajah Menjulurkan Lidah> tak begerak
476,Gak. Jijik punya temen yg muka nya kek difoto yg kanan itu. 😛,negatif,Gak. Jijik punya temen yg muka nya kek difoto yg kanan itu. <Wajah Menjulurkan Lidah>
477,Gak pake es 😛 Takut pikek!!,netral,Gak pake es <Wajah Menjulurkan Lidah> Takut pikek!!
478,Risih gua kalo lagi enjoy ama musiknya sebelah gua malah instastory ama boomerang ama temen2nya 😠,negatif,Risih gua kalo lagi enjoy ama musiknya sebelah gua malah instastory ama boomerang ama temen2nya <Wajah Marah>
479,"Actually, lagi senang nak jumpa kalau kau masuk simpang 4 sg sireh yang Batu 10 tu then .. kau dari tg, masuk Kiri then kau straight je 😛",netral,"Actually, lagi senang nak jumpa kalau kau masuk simpang 4 sg sireh yang Batu 10 tu then .. kau dari tg, masuk Kiri then kau straight je <Wajah Menjulurkan Lidah>"
480,Ngaco semua ini yg pada komen heran gua wkwkw 😛,netral,Ngaco semua ini yg pada komen heran gua wkwkw <Wajah Menjulurkan Lidah>
481,wkwk w juga benci bgt jink sama orang bwgitu 😛,negatif,wkwk w juga benci bgt jink sama orang bwgitu <Wajah Menjulurkan Lidah>
482,Jijik 😛 hahaha,negatif,Jijik <Wajah Menjulurkan Lidah> hahaha
483,"sungguh sangat bertolak belakang. Tak butuh berapa lama aku dapat menyesuaikan. Aku ada, aku tertawa bersama, aku bahagia karena mereka yang selalu ada di kala suka duka kehidupan yang tak bisa diterka. Mereka melindungi, mereka peduli, dan mereka tanpa merasa kurang dengan 👨🏽‍❤️‍💋‍👩🏼",positif,"sungguh sangat bertolak belakang. Tak butuh berapa lama aku dapat menyesuaikan. Aku ada, aku tertawa bersama, aku bahagia karena mereka yang selalu ada di kala suka duka kehidupan yang tak bisa diterka. Mereka melindungi, mereka peduli, dan mereka tanpa merasa kurang dengan 👨🏽‍<Hati Merah>️‍<Tanda Kecupan Ciuman>‍👩🏼"
484,Senang ndasmu! Yg heboh marah marah kan kalian Ampe nyerang heechul! 😠💣,negatif,Senang ndasmu! Yg heboh marah marah kan kalian Ampe nyerang heechul! <Wajah Marah><Bom>
485,Ngeri bosku 😛,negatif,Ngeri bosku <Wajah Menjulurkan Lidah>
486,Dia suka banget deh kekgini 😛 heran,netral,Dia suka banget deh kekgini <Wajah Menjulurkan Lidah> heran
487,"Semua orang punya timeline nya masing-masing, jangan cemas melihat timeline orang lain. 😛",netral,"Semua orang punya timeline nya masing-masing, jangan cemas melihat timeline orang lain. <Wajah Menjulurkan Lidah>"
488,Risih sebenernya lama - lama gw digituin. Siapa sih yg gamau punya badan ideal. Toh gw juga usaha kadang gw banyak makan kadang dikit kalau lg ga nafsu. Orang kurus juga sama kek orang gendut butuh effort. 😛,netral,Risih sebenernya lama - lama gw digituin. Siapa sih yg gamau punya badan ideal. Toh gw juga usaha kadang gw banyak makan kadang dikit kalau lg ga nafsu. Orang kurus juga sama kek orang gendut butuh effort. <Wajah Menjulurkan Lidah>
489,"Kebahagiaan bukan timbunan harta, bagiku, orang yang takwa, itulah bahagia 😊",positif,"Kebahagiaan bukan timbunan harta, bagiku, orang yang takwa, itulah bahagia <Wajah Tersenyum Dengan Mata Tersenyum>"
490,"Mungkin ngga si kalo cape nya karna dia, banyak pikirannya karna dia. Ato memang karna terlalu banyak harapan padanya dan berakhir kecewa, makanya sering cape sendiri 😔",negatif,"Mungkin ngga si kalo cape nya karna dia, banyak pikirannya karna dia. Ato memang karna terlalu banyak harapan padanya dan berakhir kecewa, makanya sering cape sendiri <Wajah Termenung Sedih>"
491,"Setuju, daritadi sendernya kaya ngajak orang lain buat benci si mas 😛wkwkwkwkwk",netral,"Setuju, daritadi sendernya kaya ngajak orang lain buat benci si mas <Wajah Menjulurkan Lidah>wkwkwkwkwk"
492,Obrolan kita tenggelam sama seperti perasaan kita yg kecewa masing-masing 💔,negatif,Obrolan kita tenggelam sama seperti perasaan kita yg kecewa masing-masing <Hati Patah>
493,"so point dia kat sini, perangai babi ke, muka comel ke, fake friends ke, toxic people ke, yang paling jijik sekarang orang yang senang percaya dengan fitnah & batu api ni, aiyoooo downgrade main facebook jela 😠💣💔",negatif,"so point dia kat sini, perangai babi ke, muka comel ke, fake friends ke, toxic people ke, yang paling jijik sekarang orang yang senang percaya dengan fitnah & batu api ni, aiyoooo downgrade main facebook jela <Wajah Marah><Bom><Hati Patah>"
494,Aww jadi malu 😛,netral,Aww jadi malu <Wajah Menjulurkan Lidah>
495,Sumpah... jangan tertipu sama topeng. 😛,netral,Sumpah... jangan tertipu sama topeng. <Wajah Menjulurkan Lidah>
