komentar,komentar_with_tags,sentimen llm
❤❤❤❤Sehr lecker und gesunt❤❤❤❤,<Hati Merah><Hati Merah><Hati Merah><Hati Merah>Sehr lecker und gesunt<Hati Merah><Hati Merah><Hati Merah><Hati Merah>,netral
"Hadir nyimak bunda $363 wah enak sekali
bunda kue sengkulung nya❤❤❤❤❤❤❤","Hadir nyimak bunda $363 wah enak sekali
bunda kue sengkulung nya<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>",negatif
"Mantab kesukaan suami klo d jawa nama y
kue horog2.:❤❤❤❤❤❤","Mantab kesukaan suami klo d jawa nama y
kue horog2.:<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>",negatif
Mantul resep kue dongkaL❤❤❤❤❤❤❤❤,Mantul resep kue dongkaL<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,negatif
Super Good 😮😮😮😊😊🎉🎉🎉❤❤❤❤,Super Good <Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>🎉🎉🎉<Hati Merah><Hati Merah><Hati Merah><Hati Merah>,negatif
"Saya sudah coba resep ini hasilnya memuaskan bund, trimksh 🙏👍❤","Saya sudah coba resep ini hasilnya memuaskan bund, trimksh <Tangan Merapat Berdoa><Jempol Ke Atas><Hati Merah>",negatif
Top 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟,Top <Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar><Bintang Bersinar>,negatif
kue yg suka di buat mbah ku waktu aku masih kecil namanya sengkulun ❤,kue yg suka di buat mbah ku waktu aku masih kecil namanya sengkulun <Hati Merah>,negatif
Awug Awug (kroya) 😊,Awug Awug (kroya) <Wajah Tersenyum Dengan Mata Tersenyum>,netral
Berarti sama dgn aku kak...menjadi  golongan yg beli tinggal hap.. 😅 kue awug 10rb sdh banyak,Berarti sama dgn aku kak...menjadi  golongan yg beli tinggal hap.. <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> kue awug 10rb sdh banyak,netral
"Kalau orang melayu sebut ini kue dangai,kue ini emang enak sekali🙏👍😋🇸🇬","Kalau orang melayu sebut ini kue dangai,kue ini emang enak sekali<Tangan Merapat Berdoa><Jempol Ke Atas><Wajah Menikmati Makanan Lezat>🇸🇬",negatif
"Kata org Depok namanya awug😊,di selipin gula jawa jadi kaya dongkal, emang enak 😊","Kata org Depok namanya awug<Wajah Tersenyum Dengan Mata Tersenyum>,di selipin gula jawa jadi kaya dongkal, emang enak <Wajah Tersenyum Dengan Mata Tersenyum>",negatif
Namanya sengkulun..enak tapi selalu coba buat gagal trus hasilnya😢,Namanya sengkulun..enak tapi selalu coba buat gagal trus hasilnya<Wajah Menangis>,positif
itu contoh e mentah gitu jdnya😢,itu contoh e mentah gitu jdnya<Wajah Menangis>,positif
Kue seng ku lun👍,Kue seng ku lun<Jempol Ke Atas>,negatif
klo di jabar ini dsbut awug... ❤❤❤❤,klo di jabar ini dsbut awug... <Hati Merah><Hati Merah><Hati Merah><Hati Merah>,positif
Kue dongkal!😅,Kue dongkal!<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,netral
Klu org betawi dibungkus daun namanya kue abug enk bgt bt tman kopi ❤,Klu org betawi dibungkus daun namanya kue abug enk bgt bt tman kopi <Hati Merah>,negatif
"Resep nya istimewa..mantab 👍👍👍..
Mmpr yaa..","Resep nya istimewa..mantab <Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>..
Mmpr yaa..",negatif
Wahh enak banget kak maknan nya🤤,Wahh enak banget kak maknan nya<Wajah Mengiler>,negatif
Amiiin makasih resepnya bu mantap❤👍,Amiiin makasih resepnya bu mantap<Hati Merah><Jempol Ke Atas>,negatif
Hadir menyimak cara membuat kue tradisional Luar biaaa mantap👍👍,Hadir menyimak cara membuat kue tradisional Luar biaaa mantap<Jempol Ke Atas><Jempol Ke Atas>,negatif
Kue dongkal aku suka bgt👍,Kue dongkal aku suka bgt<Jempol Ke Atas>,negatif
Makasih banyak resep nya bunda 👍👍,Makasih banyak resep nya bunda <Jempol Ke Atas><Jempol Ke Atas>,negatif
"Masya allah Tabarokallah 
Mantap bgtttt ❤","Masya allah Tabarokallah 
Mantap bgtttt <Hati Merah>",negatif
"Mantap bund😍
Sangat bermanfaat resep nya 😊❤
Semangat sukses selalu bun😊❤","Mantap bund<Wajah Tersenyum Dengan Mata Hati>
Sangat bermanfaat resep nya <Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah>
Semangat sukses selalu bun<Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah>",negatif
Ak sdj mencoba tp gagal 🤣,Ak sdj mencoba tp gagal <Tertawa Terpingkal-Pingkal>,positif
"Masya allah Tabarokallah 
Mantap ❤❤","Masya allah Tabarokallah 
Mantap <Hati Merah><Hati Merah>",negatif
Tongkol lg tongkol lg 😂,Tongkol lg tongkol lg <Wajah Menangis Gembira>,positif
Aku klo msak sesuai mood mskipun udh blanja mingguan.😮,Aku klo msak sesuai mood mskipun udh blanja mingguan.<Wajah Terperangah Terbuka>,negatif
"Izin mw di save bund, mksh bnyk ya, menunya praktis, enak,  suami suka bund ❤","Izin mw di save bund, mksh bnyk ya, menunya praktis, enak,  suami suka bund <Hati Merah>",negatif
Menu2 seperti ini anak2ku kurang suka.. 🙏,Menu2 seperti ini anak2ku kurang suka.. <Tangan Merapat Berdoa>,positif
Menunya saya banget❤,Menunya saya banget<Hati Merah>,netral
"Klau aku masak segitu makan untuk sekali aja, makan malam bingung lagi bikin apa 😂 anak dan  suami beda selera beda keinginan jadi sangat mumet . masak 3 sampai 4hari ide lacar jaya selanjutnya auto bingung mau masak apa resep sudah keluar semua nya 😂😢😅","Klau aku masak segitu makan untuk sekali aja, makan malam bingung lagi bikin apa <Wajah Menangis Gembira> anak dan  suami beda selera beda keinginan jadi sangat mumet . masak 3 sampai 4hari ide lacar jaya selanjutnya auto bingung mau masak apa resep sudah keluar semua nya <Wajah Menangis Gembira><Wajah Menangis><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",positif
Ayam gorengnya kyk pisang😂,Ayam gorengnya kyk pisang<Wajah Menangis Gembira>,negatif
Ide hebat nih Bun menu buat seminggu ada menu sayur sop kesukaan anak aku❤❤❤❤😊😊😊😊,Ide hebat nih Bun menu buat seminggu ada menu sayur sop kesukaan anak aku<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,negatif
Tongkolllllll muluuuu 😂,Tongkolllllll muluuuu <Wajah Menangis Gembira>,positif
Menu satu hari hy cukup untuk mkn pagi 4org sdh hbs....siang dan mlm puasa 😊😊😊😊😊😊,Menu satu hari hy cukup untuk mkn pagi 4org sdh hbs....siang dan mlm puasa <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,netral
"Masakan sehari hari itu mudah ya bund, yg bikin bingung itu suami, ipar, mertua beda selera 😂","Masakan sehari hari itu mudah ya bund, yg bikin bingung itu suami, ipar, mertua beda selera <Wajah Menangis Gembira>",netral
Daging suwir blobor😊,Daging suwir blobor<Wajah Tersenyum Dengan Mata Tersenyum>,netral
Endog e gosong😊,Endog e gosong<Wajah Tersenyum Dengan Mata Tersenyum>,netral
Enak kalo anak suami nurut ap ajh yg di hidangkaN 😢 yg bikin pusing setiap d Tya mau mkn pke ap terserah. Tapi setelah di kasih sayur SOP baso telor dadar. Ayam goreng . Yg d mkn hya ayam goreng y sajah 😢😢 apalagi anaku.. . Wis angel tidak mau pke sayur . 😢,Enak kalo anak suami nurut ap ajh yg di hidangkaN <Wajah Menangis> yg bikin pusing setiap d Tya mau mkn pke ap terserah. Tapi setelah di kasih sayur SOP baso telor dadar. Ayam goreng . Yg d mkn hya ayam goreng y sajah <Wajah Menangis><Wajah Menangis> apalagi anaku.. . Wis angel tidak mau pke sayur . <Wajah Menangis>,negatif
"Bener, masak harus sendiri sendiri, bapak ama anak beda menu 😅","Bener, masak harus sendiri sendiri, bapak ama anak beda menu <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",netral
Betul sekali Bun 😢,Betul sekali Bun <Wajah Menangis>,negatif
"Betulll bgt bun, anak picky eater.. Ayahnya juga duhhlahh mumet jadi emaknya tiap hari mikirin menu yg gk ribet tp semua makan😂","Betulll bgt bun, anak picky eater.. Ayahnya juga duhhlahh mumet jadi emaknya tiap hari mikirin menu yg gk ribet tp semua makan<Wajah Menangis Gembira>",negatif
"Bener banget, aku aja tiap hari kudu mikir gimana masak simple tapi semua orang rumah bisa makan 😅","Bener banget, aku aja tiap hari kudu mikir gimana masak simple tapi semua orang rumah bisa makan <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",negatif
"Betul bngt
Masak ini anak2 suka,suami gk suka,masak itu suami suka tp anak2 GK mau
Ujungnya pusing,mikir lg apa ya yg semua doyan😅","Betul bngt
Masak ini anak2 suka,suami gk suka,masak itu suami suka tp anak2 GK mau
Ujungnya pusing,mikir lg apa ya yg semua doyan<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",positif
"Yg bikin malas masak tuh saya udah masak tapi suami pas pulang kerja udah bawa martabak, nasi goreng, atau malah bikin indomie pas nyampe rumah. kadang jd minder apa masakan saya gak enak yaa. 🤣🤣 tapi kalau arisan d rumah saya masakin buat ibu2 arisan malah pd ludes dan minta dibungkusin juga. mungkin saya beda selera sama suami.","Yg bikin malas masak tuh saya udah masak tapi suami pas pulang kerja udah bawa martabak, nasi goreng, atau malah bikin indomie pas nyampe rumah. kadang jd minder apa masakan saya gak enak yaa. <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal> tapi kalau arisan d rumah saya masakin buat ibu2 arisan malah pd ludes dan minta dibungkusin juga. mungkin saya beda selera sama suami.",positif
"Klo aku sih masak sesuai anak jadi kami orangtua harus mengalah menyesuaikan anak. Alhamdulillah anakku doyan pedes kok. Kadang suami suka rewel tapi ku bilang, mau makan alhamdulillah engga terserah aku aja bisa ngalah masa kamu engga. Misal masak daun singkong anak suka disantan sedangkan suami ditumis jadi aku selalu masak disantan, klo suami pengen ditumis ya udah masak sendiri. Suami kan udah gede udah tua masa hal begini harus berantem kan ga lucu😂","Klo aku sih masak sesuai anak jadi kami orangtua harus mengalah menyesuaikan anak. Alhamdulillah anakku doyan pedes kok. Kadang suami suka rewel tapi ku bilang, mau makan alhamdulillah engga terserah aku aja bisa ngalah masa kamu engga. Misal masak daun singkong anak suka disantan sedangkan suami ditumis jadi aku selalu masak disantan, klo suami pengen ditumis ya udah masak sendiri. Suami kan udah gede udah tua masa hal begini harus berantem kan ga lucu<Wajah Menangis Gembira>",negatif
"Iya bner bgt bund , sbnernya bs masak apa aja tiap hari , brhbung kdg suami doyan anak gamau , kalo anak doyan suami gamau . Itu yg bkin pusing😮😢","Iya bner bgt bund , sbnernya bs masak apa aja tiap hari , brhbung kdg suami doyan anak gamau , kalo anak doyan suami gamau . Itu yg bkin pusing<Wajah Terperangah Terbuka><Wajah Menangis>",negatif
"Bener banget tuh..kadang kita bingung masak nya,, klau emak"" sih apa aj masukk 😂","Bener banget tuh..kadang kita bingung masak nya,, klau emak"" sih apa aj masukk <Wajah Menangis Gembira>",positif
"Bener, apalagi kalo anak2 masih balita, dikasih pedes gak bisa, apalagi kalo selera anak2 itu2 aja, ujung2nya masak buat selera masing2, 😢","Bener, apalagi kalo anak2 masih balita, dikasih pedes gak bisa, apalagi kalo selera anak2 itu2 aja, ujung2nya masak buat selera masing2, <Wajah Menangis>",negatif
Betul Bun apalagi suamiku gak suka pedas😢,Betul Bun apalagi suamiku gak suka pedas<Wajah Menangis>,positif
"bner bnget kdang beda selera antara kita yg msak sm suami dan anak""..jdi biaya doble..😢","bner bnget kdang beda selera antara kita yg msak sm suami dan anak""..jdi biaya doble..<Wajah Menangis>",positif
Iya anakku lebih simple dari anak mertua 😊,Iya anakku lebih simple dari anak mertua <Wajah Tersenyum Dengan Mata Tersenyum>,negatif
 @PesonaAlmira-w4w samaaa😅😅😅, @PesonaAlmira-w4w samaaa<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,netral
"Mantapp nih menu untuk seminggu,, kadang aku suka pusing harus mikir tiap hari menu nya apa biar gak bosan ada yang sama gak sih..😢","Mantapp nih menu untuk seminggu,, kadang aku suka pusing harus mikir tiap hari menu nya apa biar gak bosan ada yang sama gak sih..<Wajah Menangis>",negatif
Ibunya suka banget ikan tongkol👍,Ibunya suka banget ikan tongkol<Jempol Ke Atas>,negatif
Tongkol mulu😮,Tongkol mulu<Wajah Terperangah Terbuka>,negatif
"Waah kaya aku bun sukanya bumbu uleg, terima kasih resepnya bun😊","Waah kaya aku bun sukanya bumbu uleg, terima kasih resepnya bun<Wajah Tersenyum Dengan Mata Tersenyum>",negatif
Makasih resep y bunda 😋😋😋,Makasih resep y bunda <Wajah Menikmati Makanan Lezat><Wajah Menikmati Makanan Lezat><Wajah Menikmati Makanan Lezat>,negatif
❤❤ Alhamdulillah sangat membantu para ibu muda yg bingung besok mau masak apa 😅😅di sini banyak ide,<Hati Merah><Hati Merah> Alhamdulillah sangat membantu para ibu muda yg bingung besok mau masak apa <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>di sini banyak ide,negatif
Asikk ide² nya buat masak semingguan...😅😅,Asikk ide² nya buat masak semingguan...<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,negatif
Ini komen isinya iklan Bebelac semua😢 pda dibayar berapa si heran,Ini komen isinya iklan Bebelac semua<Wajah Menangis> pda dibayar berapa si heran,positif
"Matur nuwun,Ika.❤","Matur nuwun,Ika.<Hati Merah>",negatif
Wahh mantap ini ide resepnya kak👍👍,Wahh mantap ini ide resepnya kak<Jempol Ke Atas><Jempol Ke Atas>,negatif
Seperti nya si Kaka paforitnya tongkol y😂,Seperti nya si Kaka paforitnya tongkol y<Wajah Menangis Gembira>,negatif
"Aku yang seneng masak cita2 guru tataboga,eeh pas punya suami minta di masakin tiap hari ikan sin,ikan layang,sambel receuh timun itu2 Mulu tiap hari 😭😭","Aku yang seneng masak cita2 guru tataboga,eeh pas punya suami minta di masakin tiap hari ikan sin,ikan layang,sambel receuh timun itu2 Mulu tiap hari <Wajah Menangis Kencang><Wajah Menangis Kencang>",negatif
mbak nya fans berat tongkol ya😂,mbak nya fans berat tongkol ya<Wajah Menangis Gembira>,negatif
"Kalo cm liat kyknya gampang dan sat set, pas eksekusi tuh ngupas2 & iris2nya lama banget. Buibu yg anaknya masih kecil2 & sarapan harus ready pagi2 bagi tips dong gmn waktu masaknya 😂","Kalo cm liat kyknya gampang dan sat set, pas eksekusi tuh ngupas2 & iris2nya lama banget. Buibu yg anaknya masih kecil2 & sarapan harus ready pagi2 bagi tips dong gmn waktu masaknya <Wajah Menangis Gembira>",positif
"Nah kalo cuma nonton emg gampang bgt, giliran eksekusi kok gak kelar"" ya😂","Nah kalo cuma nonton emg gampang bgt, giliran eksekusi kok gak kelar"" ya<Wajah Menangis Gembira>",positif
" @nda_amalina  aku skrg klo malam sebelum tidur foodprep dulu bun, biar kalo pagi bisa langsung ready pas anak2 minta makan 😅"," @nda_amalina  aku skrg klo malam sebelum tidur foodprep dulu bun, biar kalo pagi bisa langsung ready pas anak2 minta makan <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",netral
"Muantep menu""nya , di deskripsinya pun di tulis sangat lengkap 😊😊 semoga sukses kakak jangan bosan berbagi resep nya ya😊🎉❤","Muantep menu""nya , di deskripsinya pun di tulis sangat lengkap <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum> semoga sukses kakak jangan bosan berbagi resep nya ya<Wajah Tersenyum Dengan Mata Tersenyum>🎉<Hati Merah>",negatif
"Buat aku yg sibuk bantuin suami kerja liat video ini jadi binggung mikir menu tiap hariny bun ,,karna jatah jam masak diburu jam kerja jg 😅 soo tiap hari cuma masak sayur  bening + tempe,tahu goreng + sambel ajh yg gak ribet yg penting suami gak protes 😂😂","Buat aku yg sibuk bantuin suami kerja liat video ini jadi binggung mikir menu tiap hariny bun ,,karna jatah jam masak diburu jam kerja jg <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> soo tiap hari cuma masak sayur  bening + tempe,tahu goreng + sambel ajh yg gak ribet yg penting suami gak protes <Wajah Menangis Gembira><Wajah Menangis Gembira>",negatif
"Menu nya ga mewah tp enak2 n simple. Makasih mba,inspiratif membantu banget 🤩👍","Menu nya ga mewah tp enak2 n simple. Makasih mba,inspiratif membantu banget 🤩<Jempol Ke Atas>",negatif
Kyakx pmborosan bumbu tuhh...lauknya hanya seuprit bumbu buanyak 😅😅,Kyakx pmborosan bumbu tuhh...lauknya hanya seuprit bumbu buanyak <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,positif
"kdg sy bingung menu masak tiap hri ,mantul  ini mksh yaa👍👍","kdg sy bingung menu masak tiap hri ,mantul  ini mksh yaa<Jempol Ke Atas><Jempol Ke Atas>",netral
"Waw, gampang banget❤❤","Waw, gampang banget<Hati Merah><Hati Merah>",negatif
"ide hebat nih bu menu buat seminggu 👍 ada menu sayur sop kesukaan anak aku ditambah minumnya susu bebelac segelas, jadi makin lahap 😄","ide hebat nih bu menu buat seminggu <Jempol Ke Atas> ada menu sayur sop kesukaan anak aku ditambah minumnya susu bebelac segelas, jadi makin lahap <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>",negatif
"Wahh terimakasih bu resep ny, kesukaan anak ku bngt itu sayur sop, next cemilan buat anak dong karna anak ku suka bngt minum susu bebelac, jd harus ada cemilan jg☺️","Wahh terimakasih bu resep ny, kesukaan anak ku bngt itu sayur sop, next cemilan buat anak dong karna anak ku suka bngt minum susu bebelac, jd harus ada cemilan jg<Wajah Tersenyum Simpel>️",negatif
"Bun resep mingguan buat anak dong Bun 😍 , atau menu menu cemilan yang bisa dikombinasikan dengan susu,  kebetulan anakku lagi suka banget minum susu bebelac , kadang suka bingung nih 🙏","Bun resep mingguan buat anak dong Bun <Wajah Tersenyum Dengan Mata Hati> , atau menu menu cemilan yang bisa dikombinasikan dengan susu,  kebetulan anakku lagi suka banget minum susu bebelac , kadang suka bingung nih <Tangan Merapat Berdoa>",negatif
"Terimakasi❤❤ bun  resepnya,
Mau masak tnggl contek aja
Btw suka bnget ama suaranya","Terimakasi<Hati Merah><Hati Merah> bun  resepnya,
Mau masak tnggl contek aja
Btw suka bnget ama suaranya",negatif
Kak ika.... Update selalu menu hariann.... Q selalu nyontek menu nya😊 biar ndak binggung masak😅,Kak ika.... Update selalu menu hariann.... Q selalu nyontek menu nya<Wajah Tersenyum Dengan Mata Tersenyum> biar ndak binggung masak<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,netral
"Bnyk ikan tongkol ny ya, suami alergi ikan tongkol lgy😂","Bnyk ikan tongkol ny ya, suami alergi ikan tongkol lgy<Wajah Menangis Gembira>",positif
"Mksh resepnya, gampangd tiru❤","Mksh resepnya, gampangd tiru<Hati Merah>",negatif
Waahhhh bisa jadi referensini buat masakan sehari hari .. simpel dan mudah cara buatnya .. 😊😊..izin recook nnti ya kkkk.. salam kenal .dan semoga kita bisa berteman 😊,Waahhhh bisa jadi referensini buat masakan sehari hari .. simpel dan mudah cara buatnya .. <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>..izin recook nnti ya kkkk.. salam kenal .dan semoga kita bisa berteman <Wajah Tersenyum Dengan Mata Tersenyum>,negatif
Yaudah masak mie instan aja tiap hari ka. 3500 udh lengkap sama bumbu 😂,Yaudah masak mie instan aja tiap hari ka. 3500 udh lengkap sama bumbu <Wajah Menangis Gembira>,netral
​ @adelliaregitacahyani8851 😊,​ @adelliaregitacahyani8851 <Wajah Tersenyum Dengan Mata Tersenyum>,netral
